timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2020-01-14T00:00:00.000Z";"2020-01-14T23:59:59.999Z";"2020-01-14T18:16:03.000Z";"2020-01-14T00:03:01.000Z";"2781";144.25104879;167.681553672;144.0649254;165.955358611;16712318373.02;18135588270.9266;109279919.75;"2020-01-14T23:59:59.999Z"
"2020-01-15T00:00:00.000Z";"2020-01-15T23:59:59.999Z";"2020-01-15T00:56:01.000Z";"2020-01-15T05:14:02.000Z";"2781";165.73461492;170.425668392;161.109620478;166.230685102;15173694057.16;18167930410.6557;109293482.12;"2020-01-15T23:59:59.999Z"
"2020-01-16T00:00:00.000Z";"2020-01-16T23:59:59.999Z";"2020-01-16T00:11:02.000Z";"2020-01-16T03:30:00.000Z";"2781";166.332830879;167.058148664;159.709646034;164.391010988;13735193017.91;17969103320.7762;109307091.75;"2020-01-16T23:59:59.999Z"
"2020-01-17T00:00:00.000Z";"2020-01-17T23:59:59.999Z";"2020-01-17T19:21:01.000Z";"2020-01-17T00:52:01.000Z";"2781";164.489378644;173.069206686;162.775606044;170.77995796;14997091825.88;18669811575.9153;109320858.25;"2020-01-17T23:59:59.999Z"
"2020-01-18T00:00:00.000Z";"2020-01-18T23:59:59.999Z";"2020-01-18T14:44:01.000Z";"2020-01-18T06:18:01.000Z";"2781";170.747720668;178.528782319;166.789015581;175.36567147;14929342255.53;19173512822.9137;109334470.44;"2020-01-18T23:59:59.999Z"
"2020-01-19T00:00:00.000Z";"2020-01-19T23:59:59.999Z";"2020-01-19T01:37:01.000Z";"2020-01-19T13:32:03.000Z";"2781";175.467596812;177.247628512;163.676859896;166.969841975;13713374132.18;18257853531.6232;109348211.12;"2020-01-19T23:59:59.999Z"
"2020-01-20T00:00:00.000Z";"2020-01-20T23:59:59.999Z";"2020-01-20T22:49:01.000Z";"2020-01-20T13:16:01.000Z";"2781";166.904132899;169.11487959;162.331598259;167.120509335;11144529787.09;18276600991.9192;109361807.62;"2020-01-20T23:59:59.999Z"
"2020-01-21T00:00:00.000Z";"2020-01-21T23:59:59.999Z";"2020-01-21T23:13:00.000Z";"2020-01-21T20:00:01.000Z";"2781";167.060471487;169.910115785;165.819719081;169.69716391;9789369362.47;18560711557.1284;109375496.5;"2020-01-21T23:59:59.999Z"
"2020-01-22T00:00:00.000Z";"2020-01-22T23:59:59.999Z";"2020-01-22T07:31:02.000Z";"2020-01-22T13:47:02.000Z";"2781";169.608539246;171.008695889;166.774231806;168.294161709;9209827927.92;18409534609.4783;109389027.06;"2020-01-22T23:59:59.999Z"
"2020-01-23T00:00:00.000Z";"2020-01-23T23:59:59.999Z";"2020-01-23T00:07:02.000Z";"2020-01-23T19:02:02.000Z";"2781";168.295706571;168.312241207;160.295318963;162.928558428;10396868698.01;17824835899.2751;109402771.81;"2020-01-23T23:59:59.999Z"
"2020-01-24T00:00:00.000Z";"2020-01-24T23:59:59.999Z";"2020-01-24T20:00:01.000Z";"2020-01-24T11:11:01.000Z";"2781";162.899373257;164.309446677;156.749744617;163.051182861;10657671161.82;17840465424.1492;109416350.81;"2020-01-24T23:59:59.999Z"
"2020-01-25T00:00:00.000Z";"2020-01-25T23:59:59.999Z";"2020-01-25T22:32:01.000Z";"2020-01-25T01:55:01.000Z";"2781";163.067289351;163.22722698;158.632477426;161.283936353;8256956801.64;17649296255.9479;109429969.62;"2020-01-25T23:59:59.999Z"
"2020-01-26T00:00:00.000Z";"2020-01-26T23:59:59.999Z";"2020-01-26T23:19:02.000Z";"2020-01-26T02:39:02.000Z";"2781";161.176822823;168.220317249;160.281126809;168.077100489;9261861589.62;18394952134.9465;109443535.62;"2020-01-26T23:59:59.999Z"
"2020-01-27T00:00:00.000Z";"2020-01-27T23:59:59.999Z";"2020-01-27T20:16:02.000Z";"2020-01-27T09:03:03.000Z";"2781";168.008857304;172.922913631;166.901097609;170.930890433;11004476145.22;18709615890.943;109457195.5;"2020-01-27T23:59:59.999Z"
"2020-01-28T00:00:00.000Z";"2020-01-28T23:59:59.999Z";"2020-01-28T01:43:02.000Z";"2020-01-28T00:18:02.000Z";"2781";170.88486291;176.370320541;170.738064574;176.370320541;11772875063.66;19307396128.3943;109470777.56;"2020-01-28T23:59:59.999Z"
"2020-01-29T00:00:00.000Z";"2020-01-29T23:59:59.999Z";"2020-01-29T06:30:01.000Z";"2020-01-29T23:59:00.000Z";"2781";176.347887584;178.842968644;175.050337929;175.050337929;10725267310.6;19165292202.1875;109484462.75;"2020-01-29T23:59:59.999Z"
"2020-01-30T00:00:00.000Z";"2020-01-30T23:59:59.999Z";"2020-01-30T23:05:01.000Z";"2020-01-30T00:35:01.000Z";"2781";174.917704987;186.260489829;172.374633859;184.690476436;12604789338.04;20223232963.5657;109497973.87;"2020-01-30T23:59:59.999Z"
"2020-01-31T00:00:00.000Z";"2020-01-31T23:59:59.999Z";"2020-01-31T00:24:01.000Z";"2020-01-31T13:19:02.000Z";"2781";184.736902227;185.405842386;176.29681703;180.160175239;11728616393.89;19729633077.607;109511622.37;"2020-01-31T23:59:59.999Z"
"2020-02-01T00:00:00.000Z";"2020-02-01T23:59:59.999Z";"2020-02-01T23:57:02.000Z";"2020-02-01T00:04:01.000Z";"2781";180.113770906;183.845555076;179.745185298;183.673947121;11569697182.49;20116913727.9509;109525134.31;"2020-02-01T23:59:59.999Z"
"2020-02-02T00:00:00.000Z";"2020-02-02T23:59:59.999Z";"2020-02-02T12:25:01.000Z";"2020-02-02T04:14:01.000Z";"2781";183.53250583;193.080396944;180.173943963;188.617538168;14054425388.91;20660936266.9287;109538786.62;"2020-02-02T23:59:59.999Z"
"2020-02-03T00:00:00.000Z";"2020-02-03T23:59:59.999Z";"2020-02-03T01:45:02.000Z";"2020-02-03T00:06:09.000Z";"2781";188.607413495;193.436888878;188.012688899;189.865063235;12392875241.4;20800183238.206;109552452.06;"2020-02-03T23:59:59.999Z"
"2020-02-04T00:00:00.000Z";"2020-02-04T23:59:59.999Z";"2020-02-04T01:09:00.000Z";"2020-02-04T13:00:02.000Z";"2781";189.861727725;191.111489369;185.403623948;189.250602393;11714191695.06;20735478719.6275;109566249.5;"2020-02-04T23:59:59.999Z"
"2020-02-05T00:00:00.000Z";"2020-02-05T23:59:59.999Z";"2020-02-05T21:49:01.000Z";"2020-02-05T02:32:01.000Z";"2781";189.299101593;206.804001224;188.752688155;204.230244698;14865434434.93;22379510312.3186;109579804.62;"2020-02-05T23:59:59.999Z"
"2020-02-06T00:00:00.000Z";"2020-02-06T23:59:59.999Z";"2020-02-06T13:12:03.000Z";"2020-02-06T00:26:01.000Z";"2781";204.129695369;214.597709717;201.90407252;212.339079745;16425589682.52;23270983771.9064;109593503.94;"2020-02-06T23:59:59.999Z"
"2020-02-07T00:00:00.000Z";"2020-02-07T23:59:59.999Z";"2020-02-07T11:30:02.000Z";"2020-02-07T00:01:00.000Z";"2781";212.315888796;223.14093027;212.304201429;222.72606629;16673443564.3;24412375481.5021;109607177.5;"2020-02-07T23:59:59.999Z"
"2020-02-08T00:00:00.000Z";"2020-02-08T23:59:59.999Z";"2020-02-08T10:31:00.000Z";"2020-02-08T03:17:01.000Z";"2781";222.510965248;226.588093396;215.386290214;223.146521744;16741203125.07;24461492838.843;109620766.87;"2020-02-08T23:59:59.999Z"
"2020-02-09T00:00:00.000Z";"2020-02-09T23:59:59.999Z";"2020-02-09T08:23:01.000Z";"2020-02-09T00:00:01.000Z";"2781";222.982234885;229.86424688;222.982234885;228.578569991;15031356241.5;25060056858.7598;109634323.37;"2020-02-09T23:59:59.999Z"
"2020-02-10T00:00:00.000Z";"2020-02-10T23:59:59.999Z";"2020-02-10T00:10:02.000Z";"2020-02-10T12:11:01.000Z";"2781";228.549129167;229.184608833;218.080052078;223.52269963;16210008511.5;24508831902.9171;109648066.81;"2020-02-10T23:59:59.999Z"
"2020-02-11T00:00:00.000Z";"2020-02-11T23:59:59.999Z";"2020-02-11T22:35:01.000Z";"2020-02-11T04:54:01.000Z";"2781";223.38493801;236.547127792;218.61761447;235.851199501;16964695963.49;25863852652.7983;109661738.87;"2020-02-11T23:59:59.999Z"
"2020-02-12T00:00:00.000Z";"2020-02-12T23:59:59.999Z";"2020-02-12T21:11:01.000Z";"2020-02-12T00:01:01.000Z";"2781";235.89821783;272.398840133;235.896275162;265.406126106;24545049385.87;29108513969.2886;109675365.81;"2020-02-12T23:59:59.999Z"
"2020-02-13T00:00:00.000Z";"2020-02-13T23:59:59.999Z";"2020-02-13T13:39:01.000Z";"2020-02-13T09:27:01.000Z";"2781";265.052689901;273.741056753;258.922506086;268.099256044;25801317504.31;29407537084.1234;109688991.75;"2020-02-13T23:59:59.999Z"
"2020-02-14T00:00:00.000Z";"2020-02-14T23:59:59.999Z";"2020-02-14T23:58:00.000Z";"2020-02-14T07:40:01.000Z";"2781";268.023276951;285.056420339;262.762512307;284.217509609;23558253462.75;31179427622.664;109702698;"2020-02-14T23:59:59.999Z"
"2020-02-15T00:00:00.000Z";"2020-02-15T23:59:59.999Z";"2020-02-15T00:39:02.000Z";"2020-02-15T23:55:01.000Z";"2781";284.561303249;287.123696828;264.27967198;264.728585265;23682452994.32;29045044403.4449;109716313.31;"2020-02-15T23:59:59.999Z"
"2020-02-16T00:00:00.000Z";"2020-02-16T23:59:59.999Z";"2020-02-16T03:02:01.000Z";"2020-02-16T16:54:02.000Z";"2781";264.904049173;272.88243386;242.484412312;259.894703492;25152366643.37;28518254585.3635;109730033.75;"2020-02-16T23:59:59.999Z"
"2020-02-17T00:00:00.000Z";"2020-02-17T23:59:59.999Z";"2020-02-17T23:55:01.000Z";"2020-02-17T04:50:01.000Z";"2781";259.890552078;266.871240875;244.335323068;266.363446303;26024080088.85;29231690264.404;109743625.37;"2020-02-17T23:59:59.999Z"
"2020-02-18T00:00:00.000Z";"2020-02-18T23:59:59.999Z";"2020-02-18T23:35:01.000Z";"2020-02-18T13:44:01.000Z";"2781";266.508806225;283.196145102;261.46388605;281.944579134;26511477187.14;30945457816.3784;109757236.37;"2020-02-18T23:59:59.999Z"
"2020-02-19T00:00:00.000Z";"2020-02-19T23:59:59.999Z";"2020-02-19T17:31:00.000Z";"2020-02-19T23:59:02.000Z";"2781";282.036283234;283.537934246;259.763962739;259.763962739;22679414412.72;28514562065.0578;109771046.62;"2020-02-19T23:59:59.999Z"
"2020-02-20T00:00:00.000Z";"2020-02-20T23:59:59.999Z";"2020-02-20T00:41:01.000Z";"2020-02-20T13:06:01.000Z";"2781";259.819864343;263.695400951;250.951261799;257.949455024;23229828870.12;28318879771.1218;109784607.87;"2020-02-20T23:59:59.999Z"
"2020-02-21T00:00:00.000Z";"2020-02-21T23:59:59.999Z";"2020-02-21T17:21:02.000Z";"2020-02-21T00:35:02.000Z";"2781";257.891124589;267.004846018;255.689093416;265.600612524;20867593292.24;29162464509.1563;109798182.44;"2020-02-21T23:59:59.999Z"
"2020-02-22T00:00:00.000Z";"2020-02-22T23:59:59.999Z";"2020-02-22T00:32:01.000Z";"2020-02-22T07:09:02.000Z";"2781";265.551572627;266.387191881;258.913135229;262.331720974;16906032861.61;28807130265.5221;109811844.94;"2020-02-22T23:59:59.999Z"
"2020-02-23T00:00:00.000Z";"2020-02-23T23:59:59.999Z";"2020-02-23T23:59:01.000Z";"2020-02-23T01:58:00.000Z";"2781";262.278398469;273.754156046;261.960509305;273.754156046;19585998813.87;30065188433.327;109825505;"2020-02-23T23:59:59.999Z"
"2020-02-24T00:00:00.000Z";"2020-02-24T23:59:59.999Z";"2020-02-24T00:44:01.000Z";"2020-02-24T18:18:00.000Z";"2781";273.705093013;275.539514719;259.625167292;265.216417336;22400845640.3;29131114036.5722;109839030.06;"2020-02-24T23:59:59.999Z"
"2020-02-25T00:00:00.000Z";"2020-02-25T23:59:59.999Z";"2020-02-25T00:05:02.000Z";"2020-02-25T21:23:04.000Z";"2781";265.283387365;265.431474789;246.858998262;247.817592279;21878882134.05;27223398194.7017;109852565.12;"2020-02-25T23:59:59.999Z"
"2020-02-26T00:00:00.000Z";"2020-02-26T23:59:59.999Z";"2020-02-26T00:28:01.000Z";"2020-02-26T17:51:03.000Z";"2781";247.740203914;249.649704471;221.26655528;225.680265514;26235617201.08;24794645345.3129;109866253.87;"2020-02-26T23:59:59.999Z"
"2020-02-27T00:00:00.000Z";"2020-02-27T23:59:59.999Z";"2020-02-27T17:09:01.000Z";"2020-02-27T01:19:02.000Z";"2781";225.687043551;237.228921201;212.664520176;226.753395276;25645522789.77;24915636230.767;109879881.62;"2020-02-27T23:59:59.999Z"
"2020-02-28T00:00:00.000Z";"2020-02-28T23:59:59.999Z";"2020-02-28T02:14:02.000Z";"2020-02-28T12:41:00.000Z";"2781";226.987608317;234.208941042;216.346202543;226.760501479;22563530559.1;24919509264.9173;109893518.06;"2020-02-28T23:59:59.999Z"
"2020-02-29T00:00:00.000Z";"2020-02-29T23:59:59.999Z";"2020-02-29T05:18:02.000Z";"2020-02-29T23:59:02.000Z";"2781";226.83344436;232.256629075;219.84851255;219.84851255;18181296376.35;24162913195.453;109907103.37;"2020-02-29T23:59:59.999Z"
"2020-03-01T00:00:00.000Z";"2020-03-01T23:59:59.999Z";"2020-03-01T12:08:01.000Z";"2020-03-01T19:05:01.000Z";"2781";219.752677765;226.677879726;214.130438219;218.970599927;18179807469.1;24069393931.8345;109920664.87;"2020-03-01T23:59:59.999Z"
"2020-03-02T00:00:00.000Z";"2020-03-02T23:59:59.999Z";"2020-03-02T17:27:02.000Z";"2020-03-02T00:08:02.000Z";"2781";218.711624433;232.81158033;217.284286992;230.569781825;20305587789.06;25347534007.3968;109934327.94;"2020-03-02T23:59:59.999Z"
"2020-03-03T00:00:00.000Z";"2020-03-03T23:59:59.999Z";"2020-03-03T12:18:02.000Z";"2020-03-03T16:46:01.000Z";"2781";230.523964194;232.325807587;221.732660902;224.479622332;19853178572.35;24681090482.5459;109948022.12;"2020-03-03T23:59:59.999Z"
"2020-03-04T00:00:00.000Z";"2020-03-04T23:59:59.999Z";"2020-03-04T02:05:01.000Z";"2020-03-04T20:45:04.000Z";"2781";224.565344516;228.040421197;222.088881473;224.517976367;16567075208.06;24688386921.3985;109961738.12;"2020-03-04T23:59:59.999Z"
"2020-03-05T00:00:00.000Z";"2020-03-05T23:59:59.999Z";"2020-03-05T12:33:01.000Z";"2020-03-05T00:00:01.000Z";"2781";224.641887879;234.364462456;224.641887879;229.26818886;18201291785.3;25213804821.1574;109975155.94;"2020-03-05T23:59:59.999Z"
"2020-03-06T00:00:00.000Z";"2020-03-06T23:59:59.999Z";"2020-03-06T23:40:01.000Z";"2020-03-06T01:03:01.000Z";"2781";229.168427287;243.554974181;228.743582094;243.525299741;19374772256.23;26785082138.7094;109988909.44;"2020-03-06T23:59:59.999Z"
"2020-03-07T00:00:00.000Z";"2020-03-07T23:59:59.999Z";"2020-03-07T16:41:00.000Z";"2020-03-07T23:48:01.000Z";"2781";243.750192697;249.978491516;237.551288703;237.853095033;19431652027.37;26164459703.9251;110002603.5;"2020-03-07T23:59:59.999Z"
"2020-03-08T00:00:00.000Z";"2020-03-08T23:59:59.999Z";"2020-03-08T00:00:01.000Z";"2020-03-08T23:51:02.000Z";"2781";237.780692824;237.780692824;200.602989381;200.689052256;21381823651.37;22079071206.5242;110016321.06;"2020-03-08T23:59:59.999Z"
"2020-03-09T00:00:00.000Z";"2020-03-09T23:59:59.999Z";"2020-03-09T09:00:00.000Z";"2020-03-09T15:46:00.000Z";"2781";201.318494784;207.451400445;192.269899128;201.986327111;23645428606.11;22224520905.918;110029828.37;"2020-03-09T23:59:59.999Z"
"2020-03-10T00:00:00.000Z";"2020-03-10T23:59:59.999Z";"2020-03-10T13:05:03.000Z";"2020-03-10T16:02:02.000Z";"2781";202.863957927;205.714251565;198.064497432;200.767247427;18344930072.19;22093126953.1259;110043481.87;"2020-03-10T23:59:59.999Z"
"2020-03-11T00:00:00.000Z";"2020-03-11T23:59:59.999Z";"2020-03-11T01:55:03.000Z";"2020-03-11T18:20:02.000Z";"2781";200.768029684;202.954304117;184.362157522;194.868528471;16984790291.26;21446678546.1607;110057168.87;"2020-03-11T23:59:59.999Z"
"2020-03-12T00:00:00.000Z";"2020-03-12T23:59:59.999Z";"2020-03-12T00:07:00.000Z";"2020-03-12T23:56:02.000Z";"2781";194.738916665;195.147941371;111.210712286;112.347123759;22134741654.73;12366138225.0849;110070803.87;"2020-03-12T23:59:59.999Z"
"2020-03-13T00:00:00.000Z";"2020-03-13T23:59:59.999Z";"2020-03-13T02:07:02.000Z";"2020-03-13T02:35:01.000Z";"2781";112.6899948;137.429536226;95.1843005183;133.201807239;27864623060.66;14663417618.4701;110084224.25;"2020-03-13T23:59:59.999Z"
"2020-03-14T00:00:00.000Z";"2020-03-14T23:59:59.999Z";"2020-03-14T03:19:01.000Z";"2020-03-14T23:32:02.000Z";"2781";133.582473071;134.48437219;122.414475368;123.306024593;12740784545.45;13575727274.8179;110097842.5;"2020-03-14T23:59:59.999Z"
"2020-03-15T00:00:00.000Z";"2020-03-15T23:59:59.999Z";"2020-03-15T22:02:03.000Z";"2020-03-15T03:50:03.000Z";"2781";123.24606626;132.24214741;121.853652559;125.214304313;12719251812.55;13787534423.1597;110111496.44;"2020-03-15T23:59:59.999Z"
"2020-03-16T00:00:00.000Z";"2020-03-16T23:59:59.999Z";"2020-03-16T00:00:01.000Z";"2020-03-16T11:36:01.000Z";"2781";124.996113298;124.996113298;105.171442924;110.605876012;15984904589.63;12180483052.6055;110125099.06;"2020-03-16T23:59:59.999Z"
"2020-03-17T00:00:00.000Z";"2020-03-17T23:59:59.999Z";"2020-03-17T07:42:02.000Z";"2020-03-17T00:00:02.000Z";"2781";110.406784983;118.988285212;110.406784983;113.942750228;12087490572.29;12549513954.4941;110138766.44;"2020-03-17T23:59:59.999Z"
"2020-03-18T00:00:00.000Z";"2020-03-18T23:59:59.999Z";"2020-03-18T05:11:00.000Z";"2020-03-18T13:23:02.000Z";"2781";113.857645886;116.021622003;111.743113757;114.842273039;11617854008.68;12650160817.9084;110152476.81;"2020-03-18T23:59:59.999Z"
"2020-03-19T00:00:00.000Z";"2020-03-19T23:59:59.999Z";"2020-03-19T22:52:03.000Z";"2020-03-19T00:01:01.000Z";"2781";114.839824562;140.527718816;114.732866412;136.593857971;16396753275.29;15048018840.04;110166145.56;"2020-03-19T23:59:59.999Z"
"2020-03-20T00:00:00.000Z";"2020-03-20T23:59:59.999Z";"2020-03-20T10:50:06.000Z";"2020-03-20T20:33:01.000Z";"2781";136.649279112;150.853809638;122.605660253;132.737170068;18960388062.17;14624949756.7366;110179761.62;"2020-03-20T23:59:59.999Z"
"2020-03-21T00:00:00.000Z";"2020-03-21T23:59:59.999Z";"2020-03-21T21:13:01.000Z";"2020-03-21T11:22:01.000Z";"2781";133.101765752;135.972415782;127.163757137;132.818707849;13684083307.75;14635764102.3456;110193543.81;"2020-03-21T23:59:59.999Z"
"2020-03-22T00:00:00.000Z";"2020-03-22T23:59:59.999Z";"2020-03-22T06:08:04.000Z";"2020-03-22T23:49:01.000Z";"2781";132.851142442;136.151645021;122.909336412;123.321147745;12497707223.58;13590860527.4882;110207055.12;"2020-03-22T23:59:59.999Z"
"2020-03-23T00:00:00.000Z";"2020-03-23T23:59:59.999Z";"2020-03-23T23:59:03.000Z";"2020-03-23T09:39:02.000Z";"2781";123.365981102;134.911612009;121.867883775;134.911612009;14149877968.15;14870079034.5566;110220898.06;"2020-03-23T23:59:59.999Z"
"2020-03-24T00:00:00.000Z";"2020-03-24T23:59:59.999Z";"2020-03-24T09:44:02.000Z";"2020-03-24T05:57:01.000Z";"2781";135.194133653;141.94853261;133.168776064;138.761445013;14609068673.49;15296295171.1995;110234475.94;"2020-03-24T23:59:59.999Z"
"2020-03-25T00:00:00.000Z";"2020-03-25T23:59:59.999Z";"2020-03-25T10:08:00.000Z";"2020-03-25T21:59:02.000Z";"2781";138.914967306;141.403786497;134.304231776;136.195892908;13433092919.86;15015344149.514;110248142.06;"2020-03-25T23:59:59.999Z"
"2020-03-26T00:00:00.000Z";"2020-03-26T23:59:59.999Z";"2020-03-26T23:31:01.000Z";"2020-03-26T15:17:03.000Z";"2781";136.190680372;138.830572735;134.886035886;138.361557339;11367261176.01;15255985585.5517;110261736.56;"2020-03-26T23:59:59.999Z"
"2020-03-27T00:00:00.000Z";"2020-03-27T23:59:59.999Z";"2020-03-27T04:11:06.000Z";"2020-03-27T23:59:00.000Z";"2781";138.369931635;139.902697099;133.937940192;133.937940192;11396286629.3;14770071749.7382;110275488.25;"2020-03-27T23:59:59.999Z"
"2020-03-28T00:00:00.000Z";"2020-03-28T23:59:59.999Z";"2020-03-28T00:00:03.000Z";"2020-03-28T04:08:00.000Z";"2781";134.032739614;134.032739614;126.962190407;130.986494884;12162403960.39;14446379742.8904;110289077.94;"2020-03-28T23:59:59.999Z"
"2020-03-29T00:00:00.000Z";"2020-03-29T23:59:59.999Z";"2020-03-29T00:03:04.000Z";"2020-03-29T20:28:00.000Z";"2781";131.015337153;131.174080408;125.450053646;125.583730441;9938133668.53;13852241607.2783;110302835.87;"2020-03-29T23:59:59.999Z"
"2020-03-30T00:00:00.000Z";"2020-03-30T23:59:59.999Z";"2020-03-30T23:24:05.000Z";"2020-03-30T00:10:03.000Z";"2781";125.577896504;133.91147088;125.289680097;132.904538063;11841123306.42;14661550830.5499;110316404.87;"2020-03-30T23:59:59.999Z"
"2020-03-31T00:00:00.000Z";"2020-03-31T23:59:59.999Z";"2020-03-31T22:03:00.000Z";"2020-03-31T05:04:07.000Z";"2781";132.820922397;134.274135643;131.652891555;133.593565057;11065246316.98;14739376437.832;110329988.06;"2020-03-31T23:59:59.999Z"
"2020-04-01T00:00:00.000Z";"2020-04-01T23:59:59.999Z";"2020-04-01T23:59:03.000Z";"2020-04-01T16:57:02.000Z";"2781";133.612324512;135.634552336;129.730944345;135.634552336;12456564434.67;14966424710.3319;110343746.87;"2020-04-01T23:59:59.999Z"
"2020-04-02T00:00:00.000Z";"2020-04-02T23:59:59.999Z";"2020-04-02T17:34:03.000Z";"2020-04-02T00:00:05.000Z";"2781";135.732172896;146.787092408;135.732172896;142.029147631;15322861686.06;15673960168.7607;110357348.69;"2020-04-02T23:59:59.999Z"
"2020-04-03T00:00:00.000Z";"2020-04-03T23:59:59.999Z";"2020-04-03T12:14:03.000Z";"2020-04-03T16:28:03.000Z";"2781";142.11045061;146.899878532;139.619379341;142.091309874;13184603401.92;15682757537.5282;110370982.94;"2020-04-03T23:59:59.999Z"
"2020-04-04T00:00:00.000Z";"2020-04-04T23:59:59.999Z";"2020-04-04T23:55:05.000Z";"2020-04-04T03:32:03.000Z";"2781";142.215184398;145.377306567;140.121829255;145.219384622;11946658256.7;16029973618.0818;110384530.69;"2020-04-04T23:59:59.999Z"
"2020-04-05T00:00:00.000Z";"2020-04-05T23:59:59.999Z";"2020-04-05T00:40:03.000Z";"2020-04-05T17:23:05.000Z";"2781";145.261015263;146.128521099;142.102077702;143.54664871;11280993590.85;15847283514.1155;110398143.44;"2020-04-05T23:59:59.999Z"
"2020-04-06T00:00:00.000Z";"2020-04-06T23:59:59.999Z";"2020-04-06T23:58:04.000Z";"2020-04-06T00:01:00.000Z";"2781";143.608209519;169.272648648;143.544606813;169.135884595;21636382525.1;18674571701.0477;110411647.69;"2020-04-06T23:59:59.999Z"
"2020-04-07T00:00:00.000Z";"2020-04-07T23:59:59.999Z";"2020-04-07T10:50:05.000Z";"2020-04-07T23:49:07.000Z";"2781";169.147453326;175.204131815;164.20331987;165.101942525;21659346091.32;18231455421.9281;110425444.69;"2020-04-07T23:59:59.999Z"
"2020-04-08T00:00:00.000Z";"2020-04-08T23:59:59.999Z";"2020-04-08T06:02:05.000Z";"2020-04-08T00:09:03.000Z";"2781";165.240328462;173.210270523;164.493198979;172.641733789;17063110836.15;19066388907.9858;110439049.06;"2020-04-08T23:59:59.999Z"
